nrens=   100 nrwells=     5 nrdata=     3 nx=    36
  14   3   4  48  -0.500219E+06
  15   3   4  48  -0.550715E+06
  16   3   4  48  -0.565432E+06
  17   3   4  48  -0.518118E+06
  18   3   4  48  -0.460033E+06
  19   3   4  48  -0.391543E+06
  20   3   4  48  -0.323202E+06
  21   3   4  48  -0.262785E+06
  22   3   4  48  -0.212541E+06
  23   3   4  48  -0.163841E+06
  24   3   4  48  -0.135852E+06
  25   3   4  48  -0.107595E+06
  26   3   4  48  -0.886811E+05
  27   3   4  48  -0.742379E+05
  28   3   4  48  -0.687534E+05
  29   3   4  48  -0.633770E+05
  30   3   4  48  -0.589755E+05
  31   3   4  48  -0.594347E+05
  32   3   4  48  -0.560474E+05
  33   3   4  48  -0.532789E+05
  34   3   4  48  -0.485534E+05
  35   3   4  48  -0.419793E+05
  36   3   4  48  -0.336839E+05
   1   1   5  48   0.000000E+00
   2   1   5  48   0.000000E+00
   3   1   5  48   0.000000E+00
   4   1   5  48   0.000000E+00
   5   1   5  48   0.000000E+00
   6   1   5  48   0.000000E+00
   7   1   5  48   0.000000E+00
   8   1   5  48   0.000000E+00
   9   1   5  48   0.000000E+00
  10   1   5  48   0.000000E+00
  11   1   5  48   0.000000E+00
  12   1   5  48   0.000000E+00
  13   1   5  48   0.516038E+03
  14   1   5  48   0.210564E+03
  15   1   5  48   0.146881E+03
  16   1   5  48   0.124832E+03
  17   1   5  48   0.118780E+03
  18   1   5  48   0.854929E+02
  19   1   5  48   0.524774E+02
  20   1   5  48  -0.171019E+02
  21   1   5  48  -0.872382E+02
  22   1   5  48  -0.148106E+03
  23   1   5  48  -0.265036E+03
  24   1   5  48  -0.366122E+03
  25   1   5  48  -0.436533E+03
  26   1   5  48  -0.477221E+03
  27   1   5  48  -0.569659E+03
  28   1   5  48  -0.613828E+03
  29   1   5  48  -0.642455E+03
  30   1   5  48  -0.736346E+03
  31   1   5  48  -0.717333E+03
  32   1   5  48  -0.693891E+03
  33   1   5  48  -0.730766E+03
  34   1   5  48  -0.678104E+03
  35   1   5  48  -0.597889E+03
  36   1   5  48  -0.549289E+03
   1   2   5  48   0.000000E+00
   2   2   5  48   0.000000E+00
   3   2   5  48   0.000000E+00
   4   2   5  48   0.000000E+00
   5   2   5  48   0.000000E+00
   6   2   5  48   0.000000E+00
   7   2   5  48   0.000000E+00
   8   2   5  48   0.000000E+00
   9   2   5  48   0.000000E+00
  10   2   5  48   0.000000E+00
  11   2   5  48   0.000000E+00
  12   2   5  48   0.000000E+00
  13   2   5  48   0.198869E+01
  14   2   5  48   0.141532E+01
  15   2   5  48   0.828094E+00
  16   2   5  48   0.253448E+00
  17   2   5  48  -0.282922E+00
  18   2   5  48  -0.758146E+00
  19   2   5  48  -0.115424E+01
  20   2   5  48  -0.145976E+01
  21   2   5  48  -0.167079E+01
  22   2   5  48  -0.179104E+01
  23   2   5  48  -0.183110E+01
  24   2   5  48  -0.180703E+01
  25   2   5  48  -0.173851E+01
  26   2   5  48  -0.164671E+01
  27   2   5  48  -0.155219E+01
  28   2   5  48  -0.147282E+01
  29   2   5  48  -0.142207E+01
  30   2   5  48  -0.140767E+01
  31   2   5  48  -0.143095E+01
  32   2   5  48  -0.148710E+01
  33   2   5  48  -0.156630E+01
  34   2   5  48  -0.165562E+01
  35   2   5  48  -0.174145E+01
  36   2   5  48  -0.206496E+01
   1   3   5  48  -0.000000E+00
   2   3   5  48  -0.000000E+00
   3   3   5  48  -0.000000E+00
   4   3   5  48  -0.000000E+00
   5   3   5  48  -0.000000E+00
   6   3   5  48  -0.000000E+00
   7   3   5  48  -0.000000E+00
   8   3   5  48  -0.000000E+00
   9   3   5  48  -0.000000E+00
  10   3   5  48  -0.000000E+00
  11   3   5  48  -0.000000E+00
  12   3   5  48  -0.000000E+00
  13   3   5  48  -0.238750E+06
  14   3   5  48  -0.253760E+06
  15   3   5  48  -0.295336E+06
  16   3   5  48  -0.337152E+06
  17   3   5  48  -0.400611E+06
  18   3   5  48  -0.461385E+06
  19   3   5  48  -0.505034E+06
  20   3   5  48  -0.538894E+06
  21   3   5  48  -0.512297E+06
  22   3   5  48  -0.351364E+06
  23   3   5  48  -0.270643E+06
  24   3   5  48  -0.237685E+06
  25   3   5  48  -0.211091E+06
  26   3   5  48  -0.170387E+06
  27   3   5  48  -0.147822E+06
  28   3   5  48  -0.116365E+06
  29   3   5  48  -0.859222E+05
  30   3   5  48  -0.458148E+05
  31   3   5  48  -0.411523E+04
  32   3   5  48   0.360796E+05
  33   3   5  48   0.754316E+05
  34   3   5  48   0.105588E+06
  35   3   5  48   0.144616E+06
  36   3   5  48   0.158430E+06
   1   1   1  49   0.827071E+03
   2   1   1  49   0.641816E+03
   3   1   1  49   0.463610E+03
   4   1   1  49   0.302875E+03
   5   1   1  49   0.159395E+03
   6   1   1  49   0.307962E+02
   7   1   1  49  -0.399688E+02
   8   1   1  49  -0.951871E+02
   9   1   1  49  -0.171619E+03
  10   1   1  49  -0.253705E+03
  11   1   1  49  -0.312968E+03
  12   1   1  49  -0.346704E+03
  13   1   1  49  -0.374966E+03
  14   1   1  49  -0.412356E+03
  15   1   1  49  -0.436611E+03
  16   1   1  49  -0.468246E+03
  17   1   1  49  -0.497964E+03
  18   1   1  49  -0.532291E+03
  19   1   1  49  -0.558157E+03
  20   1   1  49  -0.591266E+03
  21   1   1  49  -0.620623E+03
  22   1   1  49  -0.645911E+03
  23   1   1  49  -0.675681E+03
  24   1   1  49  -0.702816E+03
  25   1   1  49  -0.674181E+03
  26   1   1  49  -0.638327E+03
  27   1   1  49  -0.588622E+03
  28   1   1  49  -0.546854E+03
  29   1   1  49  -0.509808E+03
  30   1   1  49  -0.471848E+03
  31   1   1  49  -0.427604E+03
  32   1   1  49  -0.392099E+03
  33   1   1  49  -0.375950E+03
  34   1   1  49  -0.316180E+03
  35   1   1  49  -0.254032E+03
  36   1   1  49  -0.178631E+03
   1   2   1  49  -0.293929E+00
   2   2   1  49  -0.283464E+00
   3   2   1  49  -0.255066E+00
   4   2   1  49  -0.197878E+00
   5   2   1  49  -0.104295E+00
   6   2   1  49   0.298555E-01
   7   2   1  49   0.205437E+00
   8   2   1  49   0.420323E+00
   9   2   1  49   0.669763E+00
  10   2   1  49   0.946717E+00
  11   2   1  49   0.124215E+01
  12   2   1  49   0.154538E+01
  13   2   1  49   0.184453E+01
  14   2   1  49   0.212721E+01
  15   2   1  49   0.238146E+01
  16   2   1  49   0.262235E+01
  17   2   1  49   0.472851E+01
  18   2   1  49   0.956616E+01
  19   2   1  49   0.199822E+02
  20   2   1  49   0.362961E+02
  21   2   1  49   0.612770E+02
  22   2   1  49   0.961879E+02
  23   2   1  49   0.145753E+03
  24   2   1  49   0.213581E+03
  25   2   1  49   0.320919E+03
  26   2   1  49   0.415543E+03
  27   2   1  49   0.476498E+03
  28   2   1  49   0.441810E+03
  29   2   1  49   0.317868E+03
  30   2   1  49   0.123195E+03
  31   2   1  49  -0.134568E+03
  32   2   1  49  -0.440891E+03
  33   2   1  49  -0.749145E+03
  34   2   1  49  -0.112545E+04
  35   2   1  49  -0.146539E+04
  36   2   1  49  -0.183219E+04
   1   3   1  49  -0.536994E+06
   2   3   1  49  -0.477247E+06
   3   3   1  49  -0.424205E+06
   4   3   1  49  -0.381658E+06
   5   3   1  49  -0.367751E+06
   6   3   1  49  -0.339300E+06
   7   3   1  49  -0.244288E+06
   8   3   1  49  -0.157229E+06
   9   3   1  49  -0.624887E+05
  10   3   1  49   0.370853E+05
  11   3   1  49   0.126750E+06
  12   3   1  49   0.222489E+06
  13   3   1  49   0.316553E+06
  14   3   1  49   0.421176E+06
  15   3   1  49   0.508831E+06
  16   3   1  49   0.587430E+06
  17   3   1  49   0.674309E+06
  18   3   1  49   0.720623E+06
  19   3   1  49   0.744491E+06
  20   3   1  49   0.761396E+06
  21   3   1  49   0.748478E+06
  22   3   1  49   0.711718E+06
  23   3   1  49   0.652860E+06
  24   3   1  49   0.579389E+06
  25   3   1  49   0.458513E+06
  26   3   1  49   0.317920E+06
  27   3   1  49   0.211483E+06
  28   3   1  49   0.127010E+06
  29   3   1  49   0.600346E+05
  30   3   1  49   0.103948E+05
  31   3   1  49  -0.240663E+05
  32   3   1  49  -0.470760E+05
  33   3   1  49  -0.633636E+05
  34   3   1  49  -0.655117E+05
  35   3   1  49  -0.636156E+05
  36   3   1  49  -0.561692E+05
   1   1   2  49   0.285680E+03
   2   1   2  49   0.194979E+03
   3   1   2  49   0.141329E+03
   4   1   2  49   0.110934E+03
   5   1   2  49   0.101629E+03
   6   1   2  49   0.104554E+03
   7   1   2  49   0.112692E+03
   8   1   2  49   0.126645E+03
   9   1   2  49   0.129496E+03
  10   1   2  49   0.123117E+03
  11   1   2  49   0.102244E+03
  12   1   2  49   0.654852E+02
  13   1   2  49   0.142995E+02
  14   1   2  49  -0.540244E+02
  15   1   2  49  -0.136174E+03
  16   1   2  49  -0.247417E+03
  17   1   2  49  -0.388779E+03
  18   1   2  49  -0.520084E+03
  19   1   2  49  -0.673699E+03
  20   1   2  49  -0.803756E+03
  21   1   2  49  -0.920168E+03
  22   1   2  49  -0.102140E+04
  23   1   2  49  -0.107095E+04
  24   1   2  49  -0.101865E+04
  25   1   2  49  -0.106465E+04
  26   1   2  49  -0.941537E+03
  27   1   2  49  -0.802176E+03
  28   1   2  49  -0.691640E+03
  29   1   2  49  -0.558773E+03
  30   1   2  49  -0.438830E+03
  31   1   2  49  -0.353121E+03
  32   1   2  49  -0.222041E+03
  33   1   2  49  -0.104527E+03
  34   1   2  49  -0.115917E+02
  35   1   2  49   0.664131E+02
  36   1   2  49   0.135660E+03
   1   2   2  49   0.225101E+01
   2   2   2  49   0.249966E+01
   3   2   2  49   0.272519E+01
   4   2   2  49   0.290884E+01
   5   2   2  49   0.303209E+01
   6   2   2  49   0.307798E+01
   7   2   2  49   0.303249E+01
   8   2   2  49   0.288562E+01
   9   2   2  49   0.263231E+01
  10   2   2  49   0.227317E+01
  11   2   2  49   0.181509E+01
  12   2   2  49   0.127153E+01
  13   2   2  49   0.662465E+00
  14   2   2  49   0.135309E-01
  15   2   2  49  -0.645503E+00
  16   2   2  49  -0.128308E+01
  17   2   2  49  -0.000000E+00
  18   2   2  49  -0.237576E+01
  19   2   2  49  -0.278420E+01
  20   2   2  49  -0.308207E+01
  21   2   2  49  -0.425601E+01
  22   2   2  49  -0.167468E+02
  23   2   2  49  -0.498607E+02
  24   2   2  49  -0.868985E+02
  25   2   2  49  -0.109065E+03
  26   2   2  49  -0.171427E+03
  27   2   2  49  -0.196834E+03
  28   2   2  49  -0.215567E+03
  29   2   2  49  -0.219042E+03
  30   2   2  49  -0.228474E+03
  31   2   2  49  -0.203697E+03
  32   2   2  49  -0.206685E+03
  33   2   2  49  -0.178398E+03
  34   2   2  49  -0.152001E+03
  35   2   2  49  -0.118859E+03
  36   2   2  49  -0.751329E+02
   1   3   2  49  -0.785719E+05
   2   3   2  49  -0.709914E+05
   3   3   2  49  -0.597943E+05
   4   3   2  49  -0.406915E+05
   5   3   2  49  -0.145405E+05
   6   3   2  49   0.206207E+05
   7   3   2  49   0.629210E+05
   8   3   2  49   0.111168E+06
   9   3   2  49   0.165655E+06
  10   3   2  49   0.230695E+06
  11   3   2  49   0.301245E+06
  12   3   2  49   0.377079E+06
  13   3   2  49   0.452549E+06
  14   3   2  49   0.494141E+06
  15   3   2  49   0.524207E+06
  16   3   2  49   0.532490E+06
  17   3   2  49   0.525941E+06
  18   3   2  49   0.514427E+06
  19   3   2  49   0.508308E+06
  20   3   2  49   0.491454E+06
  21   3   2  49   0.448606E+06
  22   3   2  49   0.413007E+06
  23   3   2  49   0.358379E+06
  24   3   2  49   0.272464E+06
  25   3   2  49   0.226242E+06
  26   3   2  49   0.145394E+06
  27   3   2  49   0.735778E+05
  28   3   2  49   0.138891E+05
  29   3   2  49  -0.386107E+05
  30   3   2  49  -0.860683E+05
  31   3   2  49  -0.144448E+06
  32   3   2  49  -0.183586E+06
  33   3   2  49  -0.201217E+06
  34   3   2  49  -0.223736E+06
  35   3   2  49  -0.238731E+06
  36   3   2  49  -0.259022E+06
   1   1   3  49   0.102656E+04
   2   1   3  49   0.858486E+03
   3   1   3  49   0.648151E+03
   4   1   3  49   0.421882E+03
   5   1   3  49   0.177619E+03
   6   1   3  49  -0.673646E+02
   7   1   3  49  -0.302224E+03
   8   1   3  49  -0.483372E+03
   9   1   3  49  -0.633667E+03
  10   1   3  49  -0.701809E+03
  11   1   3  49  -0.759824E+03
  12   1   3  49  -0.797456E+03
  13   1   3  49  -0.835335E+03
  14   1   3  49  -0.818044E+03
  15   1   3  49  -0.711333E+03
  16   1   3  49  -0.571714E+03
  17   1   3  49  -0.406647E+03
  18   1   3  49  -0.352989E+03
  19   1   3  49  -0.311775E+03
  20   1   3  49  -0.310701E+03
  21   1   3  49  -0.309909E+03
  22   1   3  49  -0.298003E+03
  23   1   3  49  -0.284142E+03
  24   1   3  49  -0.295593E+03
  25   1   3  49  -0.318078E+03
  26   1   3  49  -0.340649E+03
  27   1   3  49  -0.351735E+03
  28   1   3  49  -0.384836E+03
  29   1   3  49  -0.408585E+03
  30   1   3  49  -0.445167E+03
  31   1   3  49  -0.439289E+03
  32   1   3  49  -0.408180E+03
  33   1   3  49  -0.362419E+03
  34   1   3  49  -0.297711E+03
  35   1   3  49  -0.235720E+03
  36   1   3  49  -0.118375E+03
   1   2   3  49  -0.395521E+01
   2   2   3  49  -0.383223E+01
   3   2   3  49  -0.359332E+01
   4   2   3  49  -0.326177E+01
   5   2   3  49  -0.286573E+01
   6   2   3  49  -0.243468E+01
   7   2   3  49  -0.199595E+01
   8   2   3  49  -0.157181E+01
   9   2   3  49  -0.117781E+01
  10   2   3  49  -0.822355E+00
  11   2   3  49  -0.507481E+00
  12   2   3  49  -0.230461E+00
  13   2   3  49   0.142272E-01
  14   2   3  49   0.232973E+00
  15   2   3  49   0.431470E+00
  16   2   3  49   0.613697E+00
  17   2   3  49   0.781533E+00
  18   2   3  49   0.934946E+00
  19   2   3  49   0.107260E+01
  20   2   3  49   0.119272E+01
  21   2   3  49   0.129388E+01
  22   2   3  49   0.137575E+01
  23   2   3  49   0.143946E+01
  24   2   3  49   0.148771E+01
  25   2   3  49   0.152471E+01
  26   2   3  49   0.155576E+01
  27   2   3  49   0.158675E+01
  28   2   3  49   0.162353E+01
  29   2   3  49   0.167111E+01
  30   2   3  49   0.173279E+01
  31   2   3  49   0.180946E+01
  32   2   3  49   0.200226E+01
  33   2   3  49   0.166169E+02
  34   2   3  49   0.350428E+02
  35   2   3  49   0.555239E+02
  36   2   3  49   0.155754E+03
   1   3   3  49   0.924612E+05
   2   3   3  49   0.147812E+06
   3   3   3  49   0.192741E+06
   4   3   3  49   0.236039E+06
   5   3   3  49   0.269723E+06
   6   3   3  49   0.313827E+06
   7   3   3  49   0.349952E+06
   8   3   3  49   0.379231E+06
   9   3   3  49   0.398400E+06
  10   3   3  49   0.389372E+06
  11   3   3  49   0.375132E+06
  12   3   3  49   0.356135E+06
  13   3   3  49   0.363295E+06
  14   3   3  49   0.360921E+06
  15   3   3  49   0.356917E+06
  16   3   3  49   0.372349E+06
  17   3   3  49   0.348974E+06
  18   3   3  49   0.383558E+06
  19   3   3  49   0.409403E+06
  20   3   3  49   0.434578E+06
  21   3   3  49   0.448394E+06
  22   3   3  49   0.449797E+06
  23   3   3  49   0.451699E+06
  24   3   3  49   0.401040E+06
  25   3   3  49   0.363466E+06
  26   3   3  49   0.307418E+06
  27   3   3  49   0.261275E+06
  28   3   3  49   0.225434E+06
  29   3   3  49   0.185738E+06
  30   3   3  49   0.134988E+06
  31   3   3  49   0.690465E+05
  32   3   3  49  -0.326818E+03
  33   3   3  49  -0.685206E+05
  34   3   3  49  -0.132516E+06
  35   3   3  49  -0.221509E+06
  36   3   3  49  -0.247671E+06
   1   1   4  49  -0.000000E+00
   2   1   4  49  -0.000000E+00
   3   1   4  49  -0.000000E+00
   4   1   4  49   0.000000E+00
   5   1   4  49   0.000000E+00
   6   1   4  49   0.000000E+00
   7   1   4  49   0.000000E+00
   8   1   4  49   0.000000E+00
   9   1   4  49   0.000000E+00
  10   1   4  49   0.000000E+00
  11   1   4  49   0.000000E+00
  12   1   4  49   0.000000E+00
  13   1   4  49   0.403416E+03
  14   1   4  49   0.491580E+03
  15   1   4  49   0.606490E+03
  16   1   4  49   0.712540E+03
  17   1   4  49   0.738789E+03
  18   1   4  49   0.743376E+03
  19   1   4  49   0.744569E+03
  20   1   4  49   0.739900E+03
  21   1   4  49   0.725258E+03
  22   1   4  49   0.689344E+03
  23   1   4  49   0.612044E+03
  24   1   4  49   0.555880E+03
  25   1   4  49   0.482344E+03
  26   1   4  49   0.404612E+03
  27   1   4  49   0.325129E+03
  28   1   4  49   0.252539E+03
  29   1   4  49   0.173224E+03
  30   1   4  49   0.906675E+02
  31   1   4  49   0.142318E+02
  32   1   4  49  -0.588179E+02
  33   1   4  49  -0.126221E+03
  34   1   4  49  -0.180903E+03
  35   1   4  49  -0.226379E+03
  36   1   4  49  -0.255240E+03
   1   2   4  49  -0.000000E+00
   2   2   4  49  -0.000000E+00
   3   2   4  49  -0.000000E+00
   4   2   4  49  -0.000000E+00
   5   2   4  49  -0.000000E+00
   6   2   4  49   0.000000E+00
   7   2   4  49   0.000000E+00
   8   2   4  49   0.000000E+00
   9   2   4  49   0.000000E+00
  10   2   4  49   0.000000E+00
  11   2   4  49   0.000000E+00
  12   2   4  49   0.000000E+00
  13   2   4  49   0.283897E+01
  14   2   4  49   0.291323E+01
  15   2   4  49   0.342313E+01
  16   2   4  49   0.178080E+02
  17   2   4  49   0.149489E+03
  18   2   4  49   0.286319E+03
  19   2   4  49   0.402100E+03
  20   2   4  49   0.477604E+03
  21   2   4  49   0.540648E+03
  22   2   4  49   0.560566E+03
  23   2   4  49   0.559098E+03
  24   2   4  49   0.503232E+03
  25   2   4  49   0.423879E+03
  26   2   4  49   0.327240E+03
  27   2   4  49   0.241940E+03
  28   2   4  49   0.139020E+03
  29   2   4  49   0.410836E+02
  30   2   4  49  -0.373256E+02
  31   2   4  49  -0.952095E+02
  32   2   4  49  -0.140116E+03
  33   2   4  49  -0.169092E+03
  34   2   4  49  -0.179239E+03
  35   2   4  49  -0.178108E+03
  36   2   4  49  -0.170485E+03
   1   3   4  49   0.000000E+00
   2   3   4  49   0.000000E+00
   3   3   4  49   0.000000E+00
   4   3   4  49   0.000000E+00
   5   3   4  49   0.000000E+00
   6   3   4  49   0.000000E+00
   7   3   4  49   0.000000E+00
   8   3   4  49   0.000000E+00
   9   3   4  49   0.000000E+00
  10   3   4  49   0.000000E+00
  11   3   4  49   0.000000E+00
  12   3   4  49   0.000000E+00
  13   3   4  49   0.378940E+06
  14   3   4  49   0.367409E+06
  15   3   4  49   0.359303E+06
  16   3   4  49   0.337518E+06
  17   3   4  49   0.288282E+06
  18   3   4  49   0.240785E+06
  19   3   4  49   0.192563E+06
  20   3   4  49   0.147113E+06
  21   3   4  49   0.106548E+06
  22   3   4  49   0.705077E+05
  23   3   4  49   0.359220E+05
  24   3   4  49   0.676848E+04
  25   3   4  49  -0.209241E+05
  26   3   4  49  -0.463669E+05
  27   3   4  49  -0.687051E+05
  28   3   4  49  -0.942671E+05
  29   3   4  49  -0.115386E+06
  30   3   4  49  -0.132594E+06
  31   3   4  49  -0.157669E+06
  32   3   4  49  -0.171231E+06
  33   3   4  49  -0.186051E+06
  34   3   4  49  -0.195029E+06
  35   3   4  49  -0.197891E+06
  36   3   4  49  -0.193641E+06
   1   1   5  49   0.000000E+00
   2   1   5  49   0.000000E+00
   3   1   5  49   0.000000E+00
   4   1   5  49   0.000000E+00
   5   1   5  49   0.000000E+00
   6   1   5  49   0.000000E+00
   7   1   5  49   0.000000E+00
   8   1   5  49   0.000000E+00
   9   1   5  49  -0.000000E+00
  10   1   5  49  -0.000000E+00
  11   1   5  49  -0.000000E+00
  12   1   5  49  -0.000000E+00
  13   1   5  49  -0.476493E+03
  14   1   5  49  -0.256961E+03
  15   1   5  49  -0.236127E+03
  16   1   5  49  -0.269215E+03
  17   1   5  49  -0.361382E+03
  18   1   5  49  -0.414103E+03
  19   1   5  49  -0.592066E+03
  20   1   5  49  -0.522422E+03
  21   1   5  49  -0.522992E+03
  22   1   5  49  -0.454224E+03
  23   1   5  49  -0.499777E+03
  24   1   5  49  -0.448886E+03
  25   1   5  49  -0.346749E+03
  26   1   5  49  -0.231270E+03
  27   1   5  49  -0.142075E+03
  28   1   5  49  -0.393574E+02
  29   1   5  49   0.548052E+02
  30   1   5  49   0.152890E+03
  31   1   5  49   0.221530E+03
  32   1   5  49   0.272988E+03
  33   1   5  49   0.340134E+03
  34   1   5  49   0.358892E+03
  35   1   5  49   0.352986E+03
  36   1   5  49   0.360863E+03
   1   2   5  49   0.000000E+00
   2   2   5  49   0.000000E+00
   3   2   5  49   0.000000E+00
   4   2   5  49   0.000000E+00
   5   2   5  49  -0.000000E+00
   6   2   5  49  -0.000000E+00
   7   2   5  49  -0.000000E+00
   8   2   5  49  -0.000000E+00
   9   2   5  49  -0.000000E+00
  10   2   5  49  -0.000000E+00
  11   2   5  49  -0.000000E+00
  12   2   5  49  -0.000000E+00
  13   2   5  49  -0.333541E+01
  14   2   5  49  -0.329157E+01
  15   2   5  49  -0.317611E+01
  16   2   5  49  -0.300321E+01
  17   2   5  49  -0.278751E+01
  18   2   5  49  -0.254271E+01
  19   2   5  49  -0.228041E+01
  20   2   5  49  -0.200938E+01
  21   2   5  49  -0.173526E+01
  22   2   5  49  -0.146086E+01
  23   2   5  49  -0.118675E+01
  24   2   5  49  -0.912358E+00
  25   2   5  49  -0.637056E+00
  26   2   5  49  -0.361354E+00
  27   2   5  49  -0.878407E-01
  28   2   5  49   0.178267E+00
  29   2   5  49   0.429136E+00
  30   2   5  49   0.655027E+00
  31   2   5  49   0.845681E+00
  32   2   5  49   0.992247E+00
  33   2   5  49   0.108938E+01
  34   2   5  49   0.113705E+01
  35   2   5  49   0.114144E+01
  36   2   5  49   0.127055E+01
   1   3   5  49  -0.000000E+00
   2   3   5  49  -0.000000E+00
   3   3   5  49  -0.000000E+00
   4   3   5  49  -0.000000E+00
   5   3   5  49  -0.000000E+00
   6   3   5  49  -0.000000E+00
   7   3   5  49  -0.000000E+00
   8   3   5  49  -0.000000E+00
   9   3   5  49  -0.000000E+00
  10   3   5  49  -0.000000E+00
  11   3   5  49  -0.000000E+00
  12   3   5  49  -0.000000E+00
  13   3   5  49  -0.334854E+06
  14   3   5  49  -0.186501E+06
  15   3   5  49  -0.499241E+05
  16   3   5  49   0.796047E+05
  17   3   5  49   0.197207E+06
  18   3   5  49   0.294626E+06
  19   3   5  49   0.360207E+06
  20   3   5  49   0.401378E+06
  21   3   5  49   0.385588E+06
  22   3   5  49   0.263410E+06
  23   3   5  49   0.201627E+06
  24   3   5  49   0.177350E+06
  25   3   5  49   0.160677E+06
  26   3   5  49   0.136518E+06
  27   3   5  49   0.131002E+06
  28   3   5  49   0.123345E+06
  29   3   5  49   0.124425E+06
  30   3   5  49   0.120392E+06
  31   3   5  49   0.109168E+06
  32   3   5  49   0.117794E+06
  33   3   5  49   0.121181E+06
  34   3   5  49   0.118272E+06
  35   3   5  49   0.130025E+06
  36   3   5  49   0.123156E+06
   1   1   1  50   0.340127E+03
   2   1   1  50   0.515214E+03
   3   1   1  50   0.684379E+03
   4   1   1  50   0.847515E+03
   5   1   1  50   0.990047E+03
   6   1   1  50   0.905252E+03
   7   1   1  50   0.777005E+03
   8   1   1  50   0.853734E+03
   9   1   1  50   0.109754E+04
  10   1   1  50   0.131405E+04
  11   1   1  50   0.137977E+04
  12   1   1  50   0.132362E+04
  13   1   1  50   0.123964E+04
  14   1   1  50   0.116787E+04
  15   1   1  50   0.103936E+04
  16   1   1  50   0.911497E+03
  17   1   1  50   0.762217E+03
  18   1   1  50   0.603644E+03
  19   1   1  50   0.423157E+03
  20   1   1  50   0.238952E+03
  21   1   1  50   0.456414E+02
  22   1   1  50  -0.149499E+03
  23   1   1  50  -0.343063E+03
  24   1   1  50  -0.528100E+03
  25   1   1  50  -0.646138E+03
  26   1   1  50  -0.718255E+03
  27   1   1  50  -0.735584E+03
  28   1   1  50  -0.728150E+03
  29   1   1  50  -0.699828E+03
  30   1   1  50  -0.649913E+03
  31   1   1  50  -0.577902E+03
  32   1   1  50  -0.510787E+03
  33   1   1  50  -0.466206E+03
  34   1   1  50  -0.371310E+03
  35   1   1  50  -0.284311E+03
  36   1   1  50  -0.195611E+03
   1   2   1  50   0.110238E+01
   2   2   1  50   0.112667E+01
   3   2   1  50   0.117863E+01
   4   2   1  50   0.124363E+01
   5   2   1  50   0.130611E+01
   6   2   1  50   0.135094E+01
   7   2   1  50   0.136449E+01
   8   2   1  50   0.133544E+01
   9   2   1  50   0.125523E+01
  10   2   1  50   0.111847E+01
  11   2   1  50   0.923114E+00
  12   2   1  50   0.670716E+00
  13   2   1  50   0.366515E+00
  14   2   1  50   0.193027E-01
  15   2   1  50  -0.359049E+00
  16   2   1  50  -0.761935E+00
  17   2   1  50  -0.197028E+01
  18   2   1  50  -0.510528E+01
  19   2   1  50  -0.128901E+02
  20   2   1  50  -0.273671E+02
  21   2   1  50  -0.529219E+02
  22   2   1  50  -0.940722E+02
  23   2   1  50  -0.160706E+03
  24   2   1  50  -0.266113E+03
  25   2   1  50  -0.456487E+03
  26   2   1  50  -0.689145E+03
  27   2   1  50  -0.957443E+03
  28   2   1  50  -0.115633E+04
  29   2   1  50  -0.127101E+04
  30   2   1  50  -0.132441E+04
  31   2   1  50  -0.130110E+04
  32   2   1  50  -0.120460E+04
  33   2   1  50  -0.995401E+03
  34   2   1  50  -0.794440E+03
  35   2   1  50  -0.498084E+03
  36   2   1  50  -0.160942E+03
   1   3   1  50  -0.236801E+06
   2   3   1  50  -0.261478E+06
   3   3   1  50  -0.290711E+06
   4   3   1  50  -0.331880E+06
   5   3   1  50  -0.415568E+06
   6   3   1  50  -0.518099E+06
   7   3   1  50  -0.540089E+06
   8   3   1  50  -0.581496E+06
   9   3   1  50  -0.607982E+06
  10   3   1  50  -0.656437E+06
  11   3   1  50  -0.594734E+06
  12   3   1  50  -0.597016E+06
  13   3   1  50  -0.585069E+06
  14   3   1  50  -0.580623E+06
  15   3   1  50  -0.543824E+06
  16   3   1  50  -0.494431E+06
  17   3   1  50  -0.445698E+06
  18   3   1  50  -0.364848E+06
  19   3   1  50  -0.271227E+06
  20   3   1  50  -0.171042E+06
  21   3   1  50  -0.580878E+05
  22   3   1  50   0.623131E+05
  23   3   1  50   0.185938E+06
  24   3   1  50   0.309847E+06
  25   3   1  50   0.399713E+06
  26   3   1  50   0.432409E+06
  27   3   1  50   0.452755E+06
  28   3   1  50   0.457402E+06
  29   3   1  50   0.441402E+06
  30   3   1  50   0.413071E+06
  31   3   1  50   0.368912E+06
  32   3   1  50   0.330858E+06
  33   3   1  50   0.299638E+06
  34   3   1  50   0.235884E+06
  35   3   1  50   0.183661E+06
  36   3   1  50   0.132446E+06
   1   1   2  50  -0.111154E+04
   2   1   2  50  -0.108093E+04
   3   1   2  50  -0.108178E+04
   4   1   2  50  -0.106835E+04
   5   1   2  50  -0.105722E+04
   6   1   2  50  -0.100328E+04
   7   1   2  50  -0.897589E+03
   8   1   2  50  -0.798465E+03
   9   1   2  50  -0.636758E+03
  10   1   2  50  -0.468175E+03
  11   1   2  50  -0.290723E+03
  12   1   2  50  -0.114159E+03
  13   1   2  50   0.528669E+02
  14   1   2  50   0.216177E+03
  15   1   2  50   0.361119E+03
  16   1   2  50   0.525855E+03
  17   1   2  50   0.697670E+03
  18   1   2  50   0.806973E+03
